summary,issueKey,issueId,issueType,status,projectKey,projectName,priority,resolution,assignee,reporterEmail,creatorEmail,created,updated,lastViewed,resolved,dueDate,description,partnerNames,causeOfIssue,recordTransactionId,region,relevantDepartments,relevantDepartments1,requestCategory,requestType,requestLanguage,resolutionAction,satisfactionRating,satisfactionDate,source,timeToFirstResponse,timeToResolution,workCategory,statusCategory,statusCategoryChanged,dateOfFirstResponse,comments,lastMessage,priorityScore
Menu Feedback ,PART1-8017,75518,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CR,oTyalm ertAn,oratTeyA mln,2024-12-10 03:35:00,2024-12-15 01:30:00,,2024-12-11 01:17:00,,Peanut butter has not been on the menu since late October. Our clients count on that as part of the basics that we supply. When do you expect peanut butter to be available again?,F. W. F. P.,Request of Customer Relations,,MD,,,Menu -> Inventory Availability,Provide Menu Feedback,English,Explanation Provided,0.0,,Phone,10260,10:18:00,service-request,Done,2024-12-11 01:17:00,00:44:16.800000,"{""comment1"": ""12/10/2024 03:44;712020:38c82492-84fe-40dc-8901-61d65a68f6d3;Good morning and thank you for contacting customer support. I have reached out to our Head of Food Procurement about your inventory inquiry and will follow up with you once I receive an update \n\nCiArra "", ""comment2"": ""12/11/2024 01:15;712020:38c82492-84fe-40dc-8901-61d65a68f6d3;Good afternoon\n\nOur Head of Food Procurement has informed me that we are expecting a delivery tomorrow. Please check Partnerlink both tomorrow and Friday to see that it has been added\n\nCiArra""}",,0.0
Partner link access ,PART1-7128,64934,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CH,H Jdnanlealu,Junlneda lHa,2024-08-07 11:22:00,2024-08-14 01:30:00,,2024-08-08 01:59:00,,"{color:#172B4D}Good morning,{color} 
{color:#172B4D} I attended the partner link meeting but do not know how to access the link. Instructions please.{color} 
{color:#172B4D} Thanks,{color} 
{color:#172B4D} Jane{color}",F. W. F. P.,Partner Knowledge/Training,,MD,Partner Support / Customer Support,,PartnerLink -> General Questions,Email Request,English,Question Answered,5.0,2024-08-08 03:52:00,Email to Jira,10740,08:41:00,service-request,Done,2024-08-08 01:59:00,00:22:57.300000,"{""comment1"": ""08/07/2024 11:22;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Hi Jane Hudnall, \n\nWe just received your request for assistance. We will reply as soon as possible.\n\nThank you,\nCustomer Relations\nCapital Area Food Bank"", ""comment2"": ""08/07/2024 01:29;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good afternoon,\n\nThank you for contacting customer support. Can you please confirm what link or website would like instructions for?\n\nBest,\n\nCharity"", ""comment3"": ""08/07/2024 04:00;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Hello,\n\nThis is an automated reminder from Capital Area Food Bank Customer Services.  \n\nWe recently sent an update to your request, and we are waiting on your reply. \n\nYou can review and reply to our update in our most recent email, or login to the CAFB Support Portal to read our latest reply and leave your comment. We will then respond as soon as possible.\n\nThank you, \nCH"", ""comment4"": ""08/07/2024 04:47;qm:65d20c5a-0c84-458e-8ce1-adb90d07460f:c45f39c7-0f58-405a-9034-6a9cecf9a9a4;Hi Kym, \nI am still trying to update opening times for the Fort Washington Food Pantry on partnerlink. How do I do that?\nThanks,\nJane"", ""comment5"": ""08/08/2024 11:11;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good morning Jane,\n\nI have attached instructions with photos to reference where and how you can update your Hours of Operation information on Partnerlink.\n\nPlease let me know if you were able to update your information or if you are still having issues. We are a happy to help.\n\nCharity\n\n[^HOO Partnerlink Instructions.pdf] "", ""comment6"": ""08/08/2024 03:56;qm:65d20c5a-0c84-458e-8ce1-adb90d07460f:c45f39c7-0f58-405a-9034-6a9cecf9a9a4;{color:#172B4D}Thank you. I updated the food pantry hours of operation.{color} \n{color:#172B4D} Jane{color} \n----\n \n{color:#172B4D}{color}"", ""comment7"": ""08/08/2024 03:56;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Customer has replied after the ticket has been resolved.""}",,0.0
Pickup / Delivery Support SO194472,PART1-8583,82375,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CH,ATta nemolry,onTtlmrA yea,2025-02-17 09:49:00,2025-02-23 01:30:00,,2025-02-19 03:21:00,2025-02-20 12:00:00,"We are concerned about snow in the forecast causing our delivery to be cancelled on Thursday, 2/20/25. Are you able to change the delivery to Tuesday, 2/18/25,  or Wednesday, 2/19/25 of this week? Friday, 2/21/25 delivery would also work. If none of those times are possible, Thursday, 2/27/25 is the least desireable alternative. Your effort in helping us provide food to our neighbors is much appreciated.

",F. W. F. P.,Request of Customer Relations,SO194472,MD,Partner Support / Customer Support,,Orders - Pre delivery -> Data/Time Change - Reschedule,Pickup & Delivery Support,English,Question Answered,0.0,,Email to Jira,,04:15:00,service-request,Done,2025-02-19 03:21:00,00:58:35.800000,"{""comment1"": ""02/18/2025 09:58;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good morning,\n\nThank you for contacting Customer Support. We have received your request, are looking into it, and will follow up with you shortly.\n\nCharity "", ""comment2"": ""02/18/2025 01:34;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Hello,\n\nWe appreciate your inquiry to reschedule due to the anticipated inclement weather. As of right now, we have not made any decision to cancel deliveries and should that change we will work with you to reschedule this order with your availability in mind.\n\nCharity"", ""comment3"": ""02/19/2025 03:21;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good afternoon,\n\nWe are not taking any action to change tomorrow\u00e2\u20ac\u2122s delivery calendar and your order is expected to arrive as scheduled. \n\nShould that change, we will be in touch.\n\nCharity""}",,0.0
change delivery name/email/phone for order SO173694 SO173694,PART1-7240,66538,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CR,alter ToynmA, alnoymreTtA,2024-08-23 12:40:00,2024-08-29 01:32:00,,2024-08-23 11:02:00,,"For this order only, change delivery information to the following

Name: Eileen Watts

email: [wattseileen@gmail.com|mailto:wattseileen@gmail.com]

phone: 301-659-1666",F. W. F. P.,Request of Customer Relations,SO173694,MD,,,Orders - Pre delivery -> General Questions,Revise My Order,English,Order Updated,0.0,,Email to Jira,10740,13:40:00,service-request,Done,2024-08-23 11:02:00,00:40:37.700000,"{""comment1"": ""08/23/2024 12:40;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Hi Amy Tarleton, \n\nWe just received your request for assistance. We will reply as soon as possible.\n\nThank you,\nCustomer Relations\nCapital Area Food Bank"", ""comment2"": ""08/23/2024 11:01;712020:38c82492-84fe-40dc-8901-61d65a68f6d3;Thank you for contacting customer support. I have updated your day of contact info as requested\n\nCiArra""}",,0.0
Produce Request S0177322,PART1-7511,69693,[System] Service request,Closed,PART1,Partner Support,Medium,Done,DH,aJanl enHudl,aedlJn aHnlu,2024-09-28 02:42:00,2024-10-04 01:31:00,,2024-09-29 10:18:00,,*Please add 1 bin of apples #822679 to orser S0177322 scheduled for 10/03/2024 for Fort Washington Food Pantry. Thanks.*,F. W. F. P.,Request of Customer Relations,S0177322,MD,,,Orders - Pre delivery -> Edit Order Items,Request Produce,English,Order Updated,5.0,2024-09-30 08:00:00,Email to Jira,10800,16:00:00,service-request,Done,2024-09-29 10:18:00,00:18:29.500000,"{""comment1"": ""09/29/2024 10:18;61536ea272f6970069fc1dbd;Good evening, \n\nYour order has been updated to include one bin of apples. \n\nThank you, \n\n\""D\"" ""}",,0.0
move delivery date SO180181,PART1-7611,71053,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CH,Tny lrAaoemt, elnayrAtmoT,2024-10-14 04:43:00,2024-10-23 01:30:00,,2024-10-17 11:09:00,2024-10-16 12:00:00,"Please change the order delivery date to October 31, 2024.

Thank you",F. W. F. P.,Request of Customer Relations,SO180181,MD,Partner Support / Customer Support,,Orders - Pre delivery ->  Date/Time Change - New window,Revise My Order,English,Order Updated,5.0,2024-10-17 12:08:00,Email to Jira,5700,12:36:00,service-request,Done,2024-10-17 11:09:00,00:50:58.200000,"{""comment1"": ""10/15/2024 10:50;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good morning,\n\nThank you for contacting customer support. Please note that the 31st is past the current 10 business day view on our calendar. To secure a delivery date of 10/31, you will have to wait until tomorrow. We will keep this ticket open and adjust your delivery date as soon as it becomes available. Can you please confirm the desired time slot for this delivery? \n\nCharity"", ""comment2"": ""10/15/2024 01:56;qm:65d20c5a-0c84-458e-8ce1-adb90d07460f:4a7c48ce-ec0b-4e15-9343-5214a7e81fa3;Charity,\n\nWe would like the 8 AM time slot on 10/31/2024.\n\nMuch appreciated,\n\nAmy Tarleton"", ""comment3"": ""10/16/2024 02:02;qm:65d20c5a-0c84-458e-8ce1-adb90d07460f:4a7c48ce-ec0b-4e15-9343-5214a7e81fa3;Charity,\n\nChecking in with you to see if you have been able to adjust this order\u00e2\u20ac\u2122s delivery date?\n\nThanks,\n\nAmy Tarleton"", ""comment4"": ""10/17/2024 11:09;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good morning,\n\nWe have updated your delivery slot for SO180181 to 10/31 at 8am.\n\nCharity""}",,0.0
Change delivery date SO188631,PART1-8032,75721,[System] Service request,Closed,PART1,Partner Support,Medium,Done,DH,rAytTmnla eo,lry TnemaAto,2024-12-12 09:54:00,2024-12-18 01:31:00,,2024-12-12 10:06:00,,"Due to a scheduling conflict with our host location, please change the delivery date from

Thursday, January 2, 2025 at 8:00 AM

to Thursday, January 9, 2025 at 8:00 AM.

And Thank you!",F. W. F. P.,Request of Customer Relations,SO188631,MD,Partner Support / Customer Support,,Orders - Pre delivery -> Data/Time Change - Reschedule,Revise My Order,English,Order Updated,5.0,2024-12-12 04:18:00,Portal,10380,15:48:00,service-request,Done,2024-12-12 10:06:00,00:06:08.300000,"{""comment1"": ""12/12/2024 10:06;61536ea272f6970069fc1dbd;Good afternoon,  \nThank you for reaching out. We have moved the delivery date to 1/9.\n\n\""D\"" ""}",,0.0
What actual produce is on the 4 way produce pallet? ,PART1-8557,82238,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CR,yiaenyht cWhC,etyyhC hncaWi,2025-02-13 11:23:00,2025-02-19 01:30:00,,2025-02-13 11:34:00,,"We have an order #SO193110 and have selected 2 pallets of â€œProduce 4-way 50# mixed pallet 40â€ Item # 700661

Can you please give me a better description of what produce is actually on the pallet?  ",F. B. C.,Menu Discrepancy,,MD,,,Menu -> General Questions,General Questions,English,Question Answered,0.0,,Email to Jira,10200,15:49:00,service-request,Done,2025-02-13 11:34:00,00:34:26.400000,"{""comment1"": ""02/13/2025 11:34;712020:38c82492-84fe-40dc-8901-61d65a68f6d3;Good morning and thank you for contacting customer support. This item contains Onions, Potatoes, Apples and Carrots\n\nCiArra""}",,0.0
22050-PART-01 Exceeded Pounds Limit ,PART1-8481,81763,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CH,ulcMaLr dTeieo,evtimtices.essuntt-soma.y@en,2025-02-10 08:47:00,2025-02-14 01:30:00,,2025-02-10 10:53:00,,"[Francis On The Hill|/app/common/entity/custjob.nl?whence=&id=12374] has exceed their Produce pound limit on their last Sales Order.

[View Record|https://229676.app.netsuite.com/app/common/custom/custrecordentry.nl?rectype=769&id=3838&c=229676]",F. on The H.,Request of Customer Relations,,MD,Partner Support / Customer Support,,Partner Produce Limit -> Overage Alert,Email Request,English,Outreach Completed,0.0,,Email to Jira,4560,14:06:00,service-request,Done,2025-02-10 10:53:00,00:52:26.700000,"{""comment1"": ""02/10/2025 10:52;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good afternoon,\n\nWe hope this message finds you well. We are reaching out from the Customer Relations Team here at Capital Area Food Bank. \n\nWe are contacting you to inform you that you have exceeded your produce limit by 700lbs. At this time, no action is needed and no removals are required; this message is simply to notify you of the overage.\n\nThank you,  \nCustomer Relations ""}",,0.0
Pickup / Delivery Support SO160991,PART1-6596,57023,[System] Service request,Closed,PART1,Partner Support,Medium,Done,CH,oTrlieLd eucaM,e eTMlocuLrida,2024-05-20 09:49:00,2024-05-24 01:30:00,,2024-05-20 02:31:00,,We did not receive the pallet of onions.  We need this today to be delivered.,F. on the H.,Ops Issue,SO160991,DC,,,Delivery / Pickup -> Report Issue,Pickup & Delivery Support,English,Explanation Provided,0.0,,Email to Jira,10740,11:18:00,service-request,Done,2024-05-20 02:31:00,00:50:01.600000,"{""comment1"": ""05/20/2024 09:49;qm:65d20c5a-0c84-458e-8ce1-adb90d07460f:edaba3f8-d3fa-4b90-a868-b2a88cb2fa76;[^SalesOrd_7757676.pdf]"", ""comment2"": ""05/20/2024 09:50;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Hi Trulie MacLeod, \n\nWe just received your request for assistance. We will reply as soon as possible.\n\nThank you,\nCustomer Relations\nCapital Area Food Bank"", ""comment3"": ""05/20/2024 10:09;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good morning,\n\nThank you for contacting customer support. I have escalated your concern to find the missing items and will reach out with updates to re-deliver them.\n\nCharity"", ""comment4"": ""05/20/2024 10:44;712020:b15fa988-bc60-49b4-aa6f-e30b7a3629c1;Good morning, \n\nYou did not receive your palette of onions due to the product being removed from inventory. It was found unsafe to consume. Please note that you were not charged for the product that you didn't receive. \n\nCharity"", ""comment5"": ""05/20/2024 12:27;qm:65d20c5a-0c84-458e-8ce1-adb90d07460f:edaba3f8-d3fa-4b90-a868-b2a88cb2fa76;{color:#172B4D}Thank you, Charity, for clarifying the situation. We completely understand.{color}{color:#172B4D}{color}  \n  \n{color:#172B4D} All the best,{color}{color:#172B4D}{color}  \n  \n{color:#172B4D} Trulie{color} \n----\n \n{color:#172B4D}{color}""}",,0.0
Refund/Return SO163233,PART1-6712,58813,[System] Service request,Closed,PART1,Partner Support,Medium,Done,DH,uMcdrTe oilaLe,aTeideM lruoLc,2024-06-05 10:26:00,2024-06-11 01:30:00,,2024-06-05 11:41:00,,We are trying to edit the above order and remove the one item #828001.  The system will not let me save the update. We do not want this delivery.,F. on the H.,Partner Error,SO163233,DC,Partner Support / Customer Support,,Orders - Pre delivery -> Cancelation,Request a Return or Refund,English,Order Updated,0.0,,Email to Jira,10740,14:45:00,service-request,Done,2024-06-05 11:41:00,00:26:42.100000,"{""comment1"": ""06/05/2024 10:26;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Hi Trulie MacLeod, \n\nWe just received your request for assistance. We will reply as soon as possible.\n\nThank you,\nCustomer Relations\nCapital Area Food Bank"", ""comment2"": ""06/05/2024 11:40;61536ea272f6970069fc1dbd;Good afternoon, \n\nThank you for reaching out to Customer Service. This order has been canceled. Just for your knowledge, partners are unable to cancel orders; if you need to cancel, please submit a ticket to us, and we will cancel it for you. \n\nThank you, \n\n\""D\"" ""}",,0.0
Re: Capital Area Food Bank Order- SO161556 ,PART1-6690,58286,[System] Service request,Closed,PART1,Partner Support,Medium,Done,DH,.mmst.siatunocesv-ne@stteeyi,am-tss@otseineenus.v.teitcmy,2024-05-31 04:35:00,2024-06-06 01:30:00,,2024-05-31 06:23:00,,"ï»¿
Good day,

I hope all is well. I would like to Cancel this order. Thank you in advance for your time and attention.

Regards,

Isha Lee
202-285-5354



On Fri, May 31, 2024 at 9:06â€¯AM partner Support ([partnersupport@capitalareafoodbank.org|mailto:partnersupport@capitalareafoodbank.org]) <[system@sent-via.netsuite.com|mailto:system@sent-via.netsuite.com]> wrote:

{quote} 
| 
| 
| 
| {color:#172B4D}Hello partner,{color} | 
| â€Š | 
| {color:#172B4D}Your Capital Area Food Bank order delivery (or pickup) is coming soon. Please review the attached PDF of your order.{color} | 
| â€Š | 
| â€Š | 
| {color:#172B4D}You have 24 hours to modify/cancel your order. Email {color}[{color:#172B4D}partnersupport@capitalareafoodbank.org{color}|mailto:partnersupport@capitalareafoodbank.org]{color:#172B4D} for any assistance and/or feedback related to your order.{color} | 
| â€Š | 
| â€Š | 
| â€Š | 
| {color:#172B4D}Thank you for being a partner of the Capital Area Food Bank.{color} | 
| 
| 
| | 
| â€Š | 
| 
| !https://ci3.googleusercontent.com/meips/ADKq_NYlyhm7aUoxZ8ANsy9sRwKltE3pisUZa2TVcoAdpTlAIhgB_4GB8_5Bl5Ak2CXJGUlXEDd967MbDPdtS4Kv9IUlFQUFXWeeEqrkzMqmmoHg_eQOy1RFkwLmERokalMjYpR8A6cFsqxEJfWjm2vrR6_eLCzlX-AMqyc1E67w1Q_1eUsULkb0PKj6reSF_Zgh=s0-d-e1-ft#https://229676.app.netsuite.com/core/media/media.nl?id=646019&c=229676&h=mnjMtUh0MbywyWwFI0xWyRMdh9aLYrAU-S-7AlbunWYeZ_vL! |  {color:#5e9732}Capital Area Food Bank{color}  â€Š   {color:#5e9732}*P.* 202.644.9800{color}  {color:#5e9732}4900 Puerto Rico Ave NE, Washington, DC 20017{color}{color:#172B4D}{color}  [{color:#172B4D}www.capitalareafoodbank.org{color}|https://www.capitalareafoodbank.org/]{color:#172B4D}{color} 
| 
| !https://ci3.googleusercontent.com/meips/ADKq_NbMxIfmUuZ3Bc1BkKk6JdWQ7zxKbfxQU8hvnrmxRNwPmaOWGnI1Z6an5sprb2Kssnbf5T8bs5zipoIMS2ZWXmA6QW2AbtVEfKm8pAX5yK-sT_6Nkd-7xYC4-Tw=s0-d-e1-ft#https://www.mailjet.com/images/theme/v1/icons/ico-social/facebook.png!  <[https://www.facebook.com/CapitalAreaFoodBank]> | 
| 
| !https://ci3.googleusercontent.com/meips/ADKq_NaXWKFKGTSBDv8qhdBN6kqbDNw7uAuFxKc7B7B_N_yAEzF-Ab8TvFulj9JzEuekH4XKiZKtgTCIyvHeKbzXqhKKlO88RIi4aCvuCIXBGj_1lp2YWgIqJEdFDxM=s0-d-e1-ft#https://www.mailjet.com/images/theme/v1/icons/ico-social/linkedin.png!  <[https://www.linkedin.com/company/capitalareafoodbank]> | 
| 
| !https://ci3.googleusercontent.com/meips/ADKq_NacmCmx69mPZBuKeVcvvcoGRzjsuD93cSJBy1cpazoStDobd_YNZlRCg-jvO97UVkBMGsYOg_JQkjAB4TY3VwBaiaVtwuCA4v0_PDpDnswJthoum_HkkEIaog=s0-d-e1-ft#https://www.mailjet.com/images/theme/v1/icons/ico-social/twitter.png!  <[https://twitter.com/foodbankmetrodc]> | 
| 
| !https://ci3.googleusercontent.com/meips/ADKq_NZon6g2nAy29KZ_Z8lQnCioanoxHKyOrKIwIxGf0IZUwN-khSY4N1jncvfPCL0r32K0A4UEiSQAL9EfHtNb1Hgk_KE6HoWuM70nRg1_ZW1F-g7qZkNs7UdKxcpa=s0-d-e1-ft#https://www.mailjet.com/images/theme/v1/icons/ico-social/instagram.png!  <[https://www.instagram.com/capitalareafoodbank/]> | 
| | 
    {quote}",F. Of D. C. C.,Request of Customer Relations,SO161556,DC,,,Orders - Pre delivery -> Cancelation,Email Request,English,Order Updated,0.0,,Email to Jira,10800,16:00:00,service-request,Done,2024-05-31 06:23:00,00:35:28.600000,"{""comment1"": ""05/31/2024 04:35;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Hi system@sent-via.netsuite.com, \n\nThank you for contacting the Capital Area Food Bank\u00e2\u20ac\u2122s Customer Relations Department! Our hours of operation between Memorial Day and Labor Day are Monday through Thursday, 8 a.m. to 5 p.m and Friday 8am to 3 p.m. We will respond to your request in a timely manner during business hours. You can expect a response by 10 a.m. the next business day for requests sent outside of business hours.\n\nThank you,\nCustomer Relations\nCapital Area Food Bank"", ""comment2"": ""05/31/2024 06:23;61536ea272f6970069fc1dbd;Good afternoon, \n\nThank you for reaching out to Customer Service. Your order has been cancelled. \n\nThank you, \n\n\""D\"" ""}",,0.0
